Scenario,Tasks,Method,Accumulated Benefit,Optimality Gap vs Exact,Physical Completed Tasks,Physical Completion Rate,Positive Benefit Tasks,Positive Benefit Completion Rate,Operationally Relevant Tasks,Operationally Relevant Completion Rate,Average Response Time,Maximum Response Time,Makespan,Productive Time,Active Time,Productive Utilization,Active Utilization,Total Task Flight Time,Total Return Flight Time,Total Flight Time,Total Recovery Time,Operational Cost Proxy,Task Count Std,Task Count Gini,Workload Std,Workload Gini,Runtime sec,Optimal Certified,MIP Gap,Variables,Constraints,Nonzeros
6helos_7areas_T40_S7,40,Greedy,0.3714800076261289,0.19396289505822087,26,0.65,26,0.65,21,0.525,44.57692307692308,104.0,121.0,379.35366190189677,614.7281844420058,0.5225257050990314,0.8467330364214957,223.35366190189674,207.3745225401091,430.72818444200584,28.0,458.72818444200584,0.7453559924999298,0.08974358974358972,13.696104923244212,0.07486011951321414,0.0005340576171875,False,,,,
6helos_7areas_T40_S7,40,Exact-HiGHS,0.46087209304460197,-8.431364460620521e-16,31,0.775,31,0.775,24,0.6,46.32258064516129,114.0,130.0,401.1930195341871,632.0745503999692,0.5143500250438297,0.8103519876922682,215.1930195341871,200.88153086578205,416.07455039996916,30.0,446.07455039996916,1.0671873729054748,0.11290322580645167,13.706542414988611,0.07274442727474921,165.2106158733368,True,0.0,262342.0,76383.0,634970.0
6helos_7areas_T40_S8,40,Greedy,0.3671460129882322,0.1670503010822617,28,0.7,28,0.7,22,0.55,46.642857142857146,115.0,138.0,400.5901977691474,659.0033166062416,0.48380458667771425,0.795897725369857,232.5901977691474,228.41311883709423,461.00331660624164,30.0,491.00331660624164,1.1055415967851332,0.13095238095238093,20.428068413892554,0.10401232148718131,0.0010156631469726562,False,,,,
6helos_7areas_T40_S8,40,Exact-HiGHS,0.44077813277952976,0.0,30,0.75,30,0.75,25,0.625,44.1,106.0,130.0,406.94903594967235,650.1041342209845,0.5217295332688107,0.833466838744852,226.94903594967235,211.1550982713122,438.1041342209845,32.0,470.1041342209845,0.816496580927726,0.08888888888888886,18.276774732243844,0.09177032587271361,255.47169709205627,True,0.0,332293.0,94167.0,809211.0
6helos_7areas_T40_S9,40,Greedy,0.35644536303147323,0.20635810062206608,26,0.65,26,0.65,20,0.5,47.96153846153846,112.0,126.0,367.48895484434047,582.7097585283616,0.4860965011168525,0.7707801038734942,211.48895484434047,189.22080368402106,400.70975852836153,26.0,426.70975852836153,1.3743685418725535,0.16666666666666666,26.48656778958384,0.14128915578186843,0.0010581016540527344,False,,,,
6helos_7areas_T40_S9,40,Exact-HiGHS,0.44912619067977455,2.348364213179236e-15,30,0.75,30,0.75,24,0.6,44.56666666666667,111.0,134.0,386.2414957419576,607.8596759777095,0.4803998703258179,0.7560443731066038,206.24149574195758,193.6181802357519,399.85967597770946,28.0,427.85967597770946,1.5275252316519468,0.16666666666666666,23.3275289292197,0.12785913013916042,675.9068751335144,True,0.0,490566.0,135985.0,1200441.0
6helos_7areas_T40_S10,40,Greedy,0.34117208801813165,0.20168722243863102,27,0.675,27,0.675,18,0.45,48.7037037037037,108.0,121.0,382.9885939424946,614.6049735509656,0.527532498543381,0.8465633244503659,220.98859394249465,205.616379608471,426.6049735509656,26.0,452.6049735509656,0.7637626158259734,0.08024691358024698,14.53600194676768,0.07337984934679416,0.002123117446899414,False,,,,
6helos_7areas_T40_S10,40,Exact-HiGHS,0.42736643782693834,1.169021048123654e-15,27,0.675,27,0.675,23,0.575,41.370370370370374,101.0,128.0,352.65576611148333,555.4632032636093,0.45918719545766057,0.7232593792494914,190.65576611148333,180.80743715212603,371.46320326360933,22.0,393.46320326360933,1.2583057392117916,0.14197530864197536,18.012309873084405,0.10313653108612157,1205.6441242694855,False,0.0052993605484441915,726119.0,198035.0,1782959.0
6helos_7areas_T50_S1,50,Greedy,0.3044862925527771,0.17266843825463576,28,0.56,28,0.56,22,0.44,49.142857142857146,116.0,137.0,407.4562609528583,671.5698597578013,0.4956888819377838,0.816994963209004,239.45626095285832,234.11359880494297,473.5698597578013,30.0,503.5698597578013,1.4907119849998596,0.17857142857142852,24.151504971819183,0.11300352272630428,0.0013229846954345703,False,,,,
6helos_7areas_T50_S1,50,Exact-HiGHS,0.36803417956208906,4.524945316000968e-16,30,0.6,30,0.6,25,0.5,44.5,116.0,133.0,392.5584606768242,628.3384317041123,0.4919278955849927,0.7873915184262059,212.55846067682424,207.77997102728807,420.3384317041123,28.0,448.3384317041123,0.816496580927726,0.08888888888888886,18.457512478541037,0.09821979649640215,826.3654232025146,True,0.0,700762.0,197407.0,1708209.0
