Scenario,Method,Helo ID,Task ID,Node,Flight Time,Service Time,Total Task Time,Completion Time,Benefit,Remaining Load,Remaining Medical,Remaining Personnel,Status
default_nodes_T40_S3,Greedy,1,34,C,0.0,6.0,6.0,49.0,0.0024937622279921283,200,0,0,Task Executed
default_nodes_T40_S3,Greedy,3,Idle,Base,10.714285714285714,2.0,12.714285714285714,60.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,1,Idle,Base,12.649110640673518,2.0,14.649110640673518,64.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,4,12,B,9.375,6.0,15.375,66.0,0.004199540371651888,300,3,0,Task Executed
default_nodes_T40_S3,Greedy,2,39,C,15.811388300841896,6.0,21.811388300841898,76.0,0.0020793174123480587,100,3,0,Task Executed
default_nodes_T40_S3,Greedy,3,40,B,10.714285714285714,6.0,16.714285714285715,77.0,0.0014331043974717182,350,2,2,Task Executed
default_nodes_T40_S3,Greedy,1,15,C,12.649110640673518,6.0,18.64911064067352,83.0,0.0008892797318159042,100,3,0,Task Executed
default_nodes_T40_S3,Greedy,4,Idle,Base,9.375,2.0,11.375,78.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,2,Idle,Base,15.811388300841896,2.0,17.811388300841898,94.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,3,8,B,0.0,6.0,6.0,83.0,0.0005470317734032617,200,1,1,Task Executed
default_nodes_T40_S3,Greedy,1,6,C,0.0,6.0,6.0,89.0,4.1470027004360534e-05,0,0,0,Task Executed
default_nodes_T40_S3,Greedy,3,16,C,4.79157423749955,6.0,10.79157423749955,94.0,0.00018478853360704927,50,0,0,Task Executed
default_nodes_T40_S3,Greedy,1,Idle,Base,12.649110640673518,2.0,14.649110640673518,104.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Greedy,3,Idle,Base,13.552618543578768,2.0,15.552618543578768,110.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,1,2,A,4.47213595499958,6.0,10.47213595499958,11.0,0.025,200,2,1,Task Executed
default_nodes_T40_S3,Exact-HiGHS,3,25,A,4.79157423749955,6.0,10.79157423749955,11.0,0.025,350,2,2,Task Executed
default_nodes_T40_S3,Exact-HiGHS,4,22,A,4.192627457812106,6.0,10.192627457812106,11.0,0.025,200,2,1,Task Executed
default_nodes_T40_S3,Exact-HiGHS,2,10,A,5.5901699437494745,6.0,11.590169943749475,12.0,0.025,200,2,1,Task Executed
default_nodes_T40_S3,Exact-HiGHS,1,9,A,0.0,6.0,6.0,17.0,0.025,0,0,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,3,1,A,0.0,6.0,6.0,17.0,0.025,150,0,1,Task Executed
default_nodes_T40_S3,Exact-HiGHS,4,Idle,Base,4.192627457812106,2.0,6.192627457812106,18.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,2,Idle,Base,5.5901699437494745,2.0,7.5901699437494745,20.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,1,Idle,Base,4.47213595499958,2.0,6.47213595499958,24.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,3,Idle,Base,4.79157423749955,2.0,6.79157423749955,24.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,4,12,B,9.375,6.0,15.375,34.0,0.02080045962834811,300,3,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,3,28,A,4.79157423749955,6.0,10.79157423749955,35.0,0.016704694304204154,350,2,2,Task Executed
default_nodes_T40_S3,Exact-HiGHS,2,27,B,12.5,6.0,18.5,39.0,0.019213119587475444,100,3,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,1,13,B,10.0,6.0,16.0,40.0,0.015561483280046366,350,2,2,Task Executed
default_nodes_T40_S3,Exact-HiGHS,3,21,A,0.0,6.0,6.0,41.0,0.013745849932811948,150,0,1,Task Executed
default_nodes_T40_S3,Exact-HiGHS,1,40,B,0.0,6.0,6.0,46.0,0.014361062920291476,200,1,1,Task Executed
default_nodes_T40_S3,Exact-HiGHS,4,Idle,Base,9.375,2.0,11.375,46.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,3,Idle,Base,4.79157423749955,2.0,6.79157423749955,48.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,1,37,B,0.0,6.0,6.0,52.0,0.0100328084971887,50,0,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,2,Idle,Base,12.5,2.0,14.5,54.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,1,Idle,Base,10.0,2.0,12.0,64.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,4,24,C,11.858541225631424,6.0,17.858541225631424,64.0,0.006723535534249878,300,3,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,3,32,C,13.552618543578768,6.0,19.552618543578767,68.0,0.004945402786035455,300,3,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,2,7,B,12.5,6.0,18.5,73.0,0.002278074025371403,100,3,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,3,34,C,0.0,6.0,6.0,74.0,0.00022533246632119554,200,0,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,4,Idle,Base,11.858541225631424,2.0,13.858541225631424,78.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,1,39,C,12.649110640673518,6.0,18.64911064067352,83.0,0.0010776813735271528,100,3,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,2,Idle,Base,12.5,2.0,14.5,88.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,1,6,C,0.0,6.0,6.0,89.0,4.1470027004360534e-05,0,0,0,Task Executed
default_nodes_T40_S3,Exact-HiGHS,3,Idle,Base,13.552618543578768,2.0,15.552618543578768,90.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,1,Idle,Base,12.649110640673518,2.0,14.649110640673518,104.0,0.0,500,3,3,Idle
default_nodes_T40_S3,Exact-HiGHS,3,14,B,10.714285714285714,6.0,16.714285714285715,107.0,6.8644539025333105e-06,400,0,3,Task Executed
default_nodes_T40_S3,Exact-HiGHS,3,Idle,Base,10.714285714285714,2.0,12.714285714285714,120.0,0.0,500,3,3,Idle
default_nodes_T50_S1,Greedy,1,1,A,4.47213595499958,6.0,10.47213595499958,11.0,0.02,300,1,2,Task Executed
default_nodes_T50_S1,Greedy,2,2,A,5.5901699437494745,6.0,11.590169943749475,12.0,0.02,200,2,1,Task Executed
default_nodes_T50_S1,Greedy,3,9,A,4.79157423749955,6.0,10.79157423749955,11.0,0.02,300,1,2,Task Executed
default_nodes_T50_S1,Greedy,4,10,A,4.192627457812106,6.0,10.192627457812106,11.0,0.02,200,2,1,Task Executed
