Scenario,Method,Helo ID,Task ID,Node,Flight Time,Service Time,Total Task Time,Completion Time,Benefit,Remaining Load,Remaining Medical,Remaining Personnel,Status
default_nodes_T20_S2,Exact-HiGHS,2,2,B,12.5,6.0,18.5,19.0,0.06153846153846154,150,2,3,Task Executed
default_nodes_T20_S2,Exact-HiGHS,3,11,C,13.552618543578768,6.0,19.552618543578767,20.0,0.04257882153975654,350,3,2,Task Executed
default_nodes_T20_S2,Exact-HiGHS,4,19,C,0.0,6.0,6.0,24.0,0.02952432603741288,200,3,1,Task Executed
default_nodes_T20_S2,Exact-HiGHS,3,14,C,0.0,6.0,6.0,26.0,0.06153846153846154,100,0,0,Task Executed
default_nodes_T20_S2,Exact-HiGHS,1,Idle,Base,10.0,2.0,12.0,28.0,0.0,500,3,3,Idle
default_nodes_T20_S2,Exact-HiGHS,4,6,C,0.0,6.0,6.0,30.0,0.03076923076923077,0,3,1,Task Executed
default_nodes_T20_S2,Exact-HiGHS,2,4,D,10.307764064044152,6.0,16.30776406404415,36.0,0.040107957533848104,0,2,2,Task Executed
default_nodes_T20_S2,Exact-HiGHS,1,13,A,4.47213595499958,6.0,10.47213595499958,39.0,0.04037901493245934,100,3,2,Task Executed
default_nodes_T20_S2,Exact-HiGHS,3,Idle,Base,13.552618543578768,2.0,15.552618543578768,42.0,0.0,500,3,3,Idle
default_nodes_T20_S2,Exact-HiGHS,4,Idle,Base,11.858541225631424,2.0,13.858541225631424,44.0,0.0,500,3,3,Idle
default_nodes_T20_S2,Exact-HiGHS,1,Idle,Base,4.47213595499958,2.0,6.47213595499958,46.0,0.0,500,3,3,Idle
default_nodes_T20_S2,Exact-HiGHS,2,Idle,Base,22.360679774997898,2.0,24.360679774997898,61.0,0.0,500,3,3,Idle
