Scenario,Tasks,Method,Accumulated Benefit,Optimality Gap vs Exact,Physical Completed Tasks,Physical Completion Rate,Positive Benefit Tasks,Positive Benefit Completion Rate,Operationally Relevant Tasks,Operationally Relevant Completion Rate,Average Response Time,Maximum Response Time,Makespan,Productive Time,Active Time,Productive Utilization,Active Utilization,Total Task Flight Time,Total Return Flight Time,Total Flight Time,Total Recovery Time,Operational Cost Proxy,Task Count Std,Task Count Gini,Workload Std,Workload Gini,Runtime sec,Optimal Certified,MIP Gap,Variables,Constraints,Nonzeros,Solver Message
6helos_7areas_T40_S28,40,Greedy,0.4061743921828184,0.1658550247903941,22.0,0.55,22.0,0.55,20.0,0.5,38.0,82.0,100.0,310.69209274772504,482.9542916425577,0.5178201545795418,0.8049238194042628,178.69209274772507,146.26219889483264,324.9542916425577,26.0,350.9542916425577,0.7453559924999298,0.10606060606060612,11.846932416099436,0.08060563064358843,0.0009300708770751953,False,,,,,
6helos_7areas_T40_S28,40,Exact-HiGHS,0.4869350104048152,1.151411616448751e-14,26.0,0.65,26.0,0.65,24.0,0.6,38.88461538461539,90.0,108.0,306.7379542491338,481.0232819655148,0.4733610405079225,0.7423198795764118,150.7379542491338,146.28532771638103,297.0232819655148,28.0,325.0232819655148,0.9428090415820632,0.11538461538461542,11.81363670562461,0.07471762000541826,336.9814410209656,True,0.0,332205.0,98593.0,898068.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S29,40,Greedy,0.41123765611820284,0.11187439514674469,24.0,0.6,24.0,0.6,20.0,0.5,42.208333333333336,90.0,113.0,374.3950820574411,580.2071052131953,0.5522051357779367,0.8557626920548603,230.39508205744104,183.81202315575416,414.2071052131952,22.0,436.2071052131952,0.5773502691896257,0.06944444444444449,14.724789691141842,0.07429668090817643,0.000843048095703125,False,,,,,
6helos_7areas_T40_S29,40,Exact-HiGHS,0.46303997302966116,0.0,25.0,0.625,25.0,0.625,21.0,0.525,40.8,96.0,119.0,366.5768289821148,590.0810112683636,0.5134129257452589,0.8264439933730582,216.57682898211482,201.50418228624878,418.08101126836357,22.0,440.08101126836357,0.6871842709362768,0.0866666666666666,17.192008472759746,0.09497584960988714,76.8015809059143,True,0.0,239228.0,75768.0,641962.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T40_S30,40,Greedy,0.4420938792377649,,26.0,0.65,26.0,0.65,21.0,0.525,40.30769230769231,94.0,116.0,359.6164589838551,522.6362862081968,0.5166903146319758,0.7509142043221219,203.61645898385513,141.01982722434167,344.6362862081968,22.0,366.6362862081968,0.7453559924999298,0.08974358974358972,17.62916026554092,0.11151093338736946,0.0008749961853027344,False,,,,,
6helos_7areas_T40_S30,40,Exact-HiGHS,0.12222153228127824,,5.0,0.125,5.0,0.125,5.0,0.125,19.4,38.0,60.0,62.33735191924413,100.43112268860314,0.17315931088678924,0.2789753408016754,32.33735191924413,32.09377076935901,64.43112268860314,6.0,70.43112268860314,0.9428090415820634,0.2666666666666666,18.909312195083572,0.2947725352661883,1809.7956900596619,False,3.435231366217465,1308269.0,244501.0,3680352.0,Time limit reached. (HiGHS Status 13: Time limit reached)
6helos_7areas_T50_S1,50,Greedy,0.32333030149861075,,24.0,0.48,24.0,0.48,21.0,0.42,39.0,87.0,111.0,337.3989608218673,520.1294760693725,0.5066050462790801,0.7809751892933521,193.39896082186732,162.73051524750514,356.12947606937246,20.0,376.12947606937246,0.5773502691896257,0.06944444444444449,14.863388985515007,0.09546164609492343,0.0011570453643798828,False,,,,,
6helos_7areas_T50_S1,50,Exact-HiGHS,0.4257179012004176,,27.0,0.54,27.0,0.54,25.0,0.5,36.925925925925924,82.0,98.0,303.4542323590691,465.43408913437935,0.5160786264610019,0.791554573357788,141.4542323590691,137.97985677531022,279.4340891343793,24.0,303.4340891343793,0.9574271077563381,0.11728395061728387,12.405729516326353,0.08491514768853126,1815.2467379570007,False,0.017103389566287958,747224.0,160461.0,2081267.0,Time limit reached. (HiGHS Status 13: Time limit reached)
6helos_7areas_T50_S2,50,Greedy,0.3389429246186549,0.21957438180866626,26.0,0.52,26.0,0.52,22.0,0.44,41.26923076923077,93.0,116.0,342.457987133876,540.2805004722969,0.4920373378360287,0.7762650868854841,186.45798713387597,171.82251333842092,358.2805004722969,26.0,384.2805004722969,0.7453559924999298,0.08974358974358972,13.969092352719674,0.08651060845524346,0.0012249946594238281,False,,,,,
6helos_7areas_T50_S2,50,Exact-HiGHS,0.4343052261715431,3.962295603344366e-15,30.0,0.6,30.0,0.6,27.0,0.54,41.53333333333333,94.0,117.0,351.8439549627201,552.2874355713022,0.5012022150466098,0.7867342387055587,171.8439549627201,170.44348060858215,342.28743557130224,30.0,372.28743557130224,0.816496580927726,0.08888888888888886,15.00788493301573,0.09132447399226695,491.62971591949463,True,0.0,458156.0,117342.0,1257182.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S3,50,Greedy,0.39002668148027847,0.20281397951656133,30.0,0.6,30.0,0.6,26.0,0.52,38.2,88.0,110.0,345.79025227284546,540.662166918989,0.5239246246558265,0.8191851013924075,165.79025227284546,164.87191464614352,330.662166918989,30.0,360.662166918989,0.816496580927726,0.08888888888888886,15.07034517105489,0.09236938369105226,0.001249074935913086,False,,,,,
6helos_7areas_T50_S3,50,Exact-HiGHS,0.48925429129295717,2.1557539548740572e-15,33.0,0.66,33.0,0.66,29.0,0.58,38.484848484848484,87.0,109.0,356.1915751559542,545.6385468017097,0.5446354360182786,0.8343097045897702,158.19157515595415,157.4469716457555,315.63854680170965,32.0,347.63854680170965,0.9574271077563381,0.09595959595959602,11.014382866758513,0.06721595882125708,1194.8999836444855,True,0.0,580801.0,140724.0,1601735.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S4,50,Greedy,0.37267121447472484,0.16429743023348503,27.0,0.54,27.0,0.54,23.0,0.46,42.407407407407405,92.0,112.0,353.9214694798578,543.4435085756634,0.5266688533926456,0.8086956972852134,191.92146947985785,165.52203909580558,357.44350857566343,24.0,381.44350857566343,0.5,0.055555555555555504,8.776090738823074,0.0493042983540691,0.0010869503021240234,False,,,,,
6helos_7areas_T50_S4,50,Exact-HiGHS,0.44593761938393994,1.1203368797893967e-14,32.0,0.64,32.0,0.64,26.0,0.52,43.875,100.0,121.0,393.00723353588654,619.2808790303554,0.5413322775976399,0.8530039656065502,201.00723353588654,196.2736454944689,397.28087903035544,30.0,427.28087903035544,0.4714045207910317,0.041666666666666664,10.920533012256163,0.059316115270567384,810.7014849185944,True,0.0,459513.0,102919.0,1275676.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S5,50,Greedy,0.3435241896606388,,27.0,0.54,27.0,0.54,19.0,0.38,43.44444444444444,91.0,108.0,372.907997100451,542.4447680815936,0.5754753041673626,0.8371061235827061,210.90799710045096,145.53677098114255,356.4447680815935,24.0,380.4447680815935,0.7637626158259734,0.08024691358024698,9.971002007223712,0.06044160815464039,0.0011119842529296875,False,,,,,
6helos_7areas_T50_S5,50,Exact-HiGHS,0.17564162697912203,,10.0,0.2,10.0,0.2,9.0,0.18,27.1,81.0,92.0,110.79941275810097,166.71822405508755,0.20072357383713943,0.3020257682157383,50.79941275810097,45.91881129698656,96.71822405508753,10.0,106.71822405508753,1.118033988749895,0.25,28.972461630976827,0.35610608827495305,1808.000616312027,False,1.5592563270018265,977396.0,200975.0,2731269.0,Time limit reached. (HiGHS Status 13: Time limit reached)
6helos_7areas_T50_S6,50,Greedy,0.3070784054579993,0.17986768458179092,22.0,0.44,22.0,0.44,17.0,0.34,42.5,85.0,106.0,341.42117451779814,557.2027066478795,0.5368257460971669,0.8761048846664772,209.42117451779814,191.78153213008133,401.2027066478795,24.0,425.2027066478795,0.4714045207910317,0.06060606060606055,6.993717427850732,0.04147417670157901,0.0011250972747802734,False,,,,,
6helos_7areas_T50_S6,50,Exact-HiGHS,0.374425442925525,0.0,27.0,0.54,27.0,0.54,22.0,0.44,42.592592592592595,88.0,107.0,364.6871339929758,576.8278558968408,0.5680484953161618,0.8984857568486616,202.68713399297582,186.14072190386494,388.8278558968408,26.0,414.8278558968408,0.7637626158259734,0.08024691358024698,4.821104509898403,0.0275208790250628,243.27892398834229,True,0.0,346864.0,89341.0,951307.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S7,50,Greedy,0.3487285994127239,,26.0,0.52,26.0,0.52,21.0,0.42,43.19230769230769,85.0,102.0,334.67203904985206,503.4650023389982,0.5468497370095622,0.8226552325800625,178.6720390498521,144.79296328914614,323.46500233899826,24.0,347.46500233899826,0.7453559924999298,0.08974358974358972,8.042890848687506,0.05068905559309848,0.001341104507446289,False,,,,,
6helos_7areas_T50_S7,50,Exact-HiGHS,,,,,,,,,,,,,,,,,,,,,,,,,1809.9304871559143,False,,929410.0,176041.0,2612245.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound)
6helos_7areas_T50_S8,50,Greedy,0.32899164386556173,0.17285019576039495,25.0,0.5,25.0,0.5,20.0,0.4,42.44,89.0,113.0,361.74659105718683,554.4635863480486,0.533549544332134,0.8177929002183607,211.74659105718686,170.71699529086175,382.4635863480486,22.0,404.4635863480486,0.6871842709362768,0.0866666666666666,12.49382066938194,0.07217360351602231,0.001171112060546875,False,,,,,
6helos_7areas_T50_S8,50,Exact-HiGHS,0.3977413065678015,0.0,28.0,0.56,28.0,0.56,25.0,0.5,39.857142857142854,101.0,124.0,343.6321924379266,532.3379304019707,0.4618712263950627,0.7155079709703906,175.6321924379266,164.70573796404406,340.33793040197065,24.0,364.33793040197065,1.1055415967851332,0.13095238095238093,20.025664056886733,0.12192914207328205,435.3835880756378,True,0.0,409209.0,108977.0,1118706.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S9,50,Greedy,0.3080030898031022,0.18216230619320428,25.0,0.5,25.0,0.5,21.0,0.42,45.92,97.0,124.0,379.9298379926465,584.8582503258509,0.5106583843987185,0.7860997988250684,229.92983799264655,178.9284123332044,408.8582503258509,26.0,434.8582503258509,0.37267799624996495,0.03333333333333336,15.70555992586026,0.0885806992829569,0.0012753009796142578,False,,,,,
6helos_7areas_T50_S9,50,Exact-HiGHS,0.3766066202811438,-1.473982352987256e-16,27.0,0.54,27.0,0.54,23.0,0.46,42.925925925925924,97.0,121.0,381.6408820113387,609.3944521738637,0.5256761460211277,0.8393862977601428,219.64088201133868,199.75357016252494,419.3944521738636,28.0,447.3944521738636,0.9574271077563381,0.11728395061728387,16.9907819741318,0.08822101738407644,333.0958251953125,True,0.0,415535.0,116188.0,1130473.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S10,50,Greedy,0.3318684365646702,0.15762008720944168,24.0,0.48,24.0,0.48,20.0,0.4,41.375,91.0,113.0,344.2512638953997,530.2021676224188,0.5077452269843653,0.7820090967882283,200.2512638953997,161.95090372701904,362.20216762241876,24.0,386.20216762241876,0.5773502691896257,0.06944444444444449,14.209301550378648,0.08731932425037121,0.001138925552368164,False,,,,,
6helos_7areas_T50_S10,50,Exact-HiGHS,0.3939652780481027,4.086206260821576e-15,30.0,0.6,30.0,0.6,24.0,0.48,41.3,84.0,108.0,364.12292066297994,557.2670886930682,0.5619180874428703,0.8599800751436238,184.12292066297994,167.14416803008828,351.2670886930682,26.0,377.2670886930682,0.5773502691896257,0.055555555555555504,10.479900762802853,0.06364039927929177,336.2350709438324,True,0.0,379123.0,101966.0,1035459.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S11,50,Greedy,0.3441833447986101,,29.0,0.58,29.0,0.58,22.0,0.44,43.793103448275865,85.0,101.0,357.7364706947815,556.074886595123,0.5903242090672962,0.9176153244143943,183.73647069478145,172.33841590034154,356.07488659512296,26.0,382.07488659512296,0.6871842709362768,0.07471264367816088,3.9313456899047066,0.023724225228584306,0.0012271404266357422,False,,,,,
6helos_7areas_T50_S11,50,Exact-HiGHS,,,,,,,,,,,,,,,,,,,,,,,,,1809.818598985672,False,,1231562.0,222524.0,3472218.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is At lower/fixed bound)
6helos_7areas_T50_S12,50,Greedy,0.3394714684654368,0.19190491861242118,26.0,0.52,26.0,0.52,20.0,0.4,42.0,93.0,117.0,353.0518831223419,541.8201227736186,0.5029229104306865,0.7718235367145564,197.05188312234188,162.7682396512766,359.82012277361844,26.0,385.82012277361844,0.7453559924999298,0.08974358974358972,18.528202263902454,0.11641355749206801,0.0013360977172851562,False,,,,,
6helos_7areas_T50_S12,50,Exact-HiGHS,0.4200885221111964,5.417803821545779e-15,29.0,0.58,29.0,0.58,24.0,0.48,39.827586206896555,89.0,104.0,339.99853228196287,526.8266881605202,0.5448694427595558,0.8442735387187824,165.9985322819629,158.82815587855737,324.82668816052023,28.0,352.82668816052023,0.37267799624996495,0.028735632183908066,11.183357431704495,0.06841750674386586,926.0908799171448,True,0.0,570109.0,144357.0,1566026.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S13,50,Greedy,0.36619383259256705,,27.0,0.54,27.0,0.54,23.0,0.46,38.370370370370374,87.0,108.0,340.25876143668467,528.3198133480164,0.5250906812294517,0.8153083539321241,178.25876143668467,162.0610519113318,340.31981334801645,26.0,366.31981334801645,0.7637626158259734,0.08024691358024698,11.447419970384875,0.06962251998925344,0.0012691020965576172,False,,,,,
6helos_7areas_T50_S13,50,Exact-HiGHS,0.26172566494218474,,14.0,0.28,14.0,0.28,14.0,0.28,28.5,61.0,82.0,152.6365516639027,233.6729866684955,0.3102368936258185,0.47494509485466563,68.6365516639027,67.03643500459279,135.67298666849547,14.0,149.67298666849547,1.8330302779823358,0.34285714285714286,23.327834451239635,0.2783413204410484,1808.116730928421,False,0.7890552849796393,1011950.0,200522.0,2835384.0,Time limit reached. (HiGHS Status 13: Time limit reached)
6helos_7areas_T50_S14,50,Greedy,0.3390622147090953,0.19471445965679818,27.0,0.54,27.0,0.54,21.0,0.42,45.18518518518518,88.0,111.0,365.49567222635636,589.4420485215815,0.5487923006401747,0.8850481209032754,203.49567222635636,197.9463762952251,401.44204852158146,26.0,427.44204852158146,0.7637626158259734,0.08024691358024698,7.376971122047745,0.04006943839768754,0.001260995864868164,False,,,,,
6helos_7areas_T50_S14,50,Exact-HiGHS,0.42104594919783456,2.3731393784129474e-15,29.0,0.58,29.0,0.58,26.0,0.52,40.310344827586206,89.0,108.0,338.4791725567723,525.9281612785155,0.5223444020937844,0.8116175328372153,164.4791725567723,161.44898872174318,325.9281612785155,26.0,351.9281612785155,0.8975274678557507,0.0862068965517242,11.119265244005945,0.070522430307145,1173.170017004013,True,0.0,685430.0,147516.0,1908830.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S15,50,Greedy,0.3242943964673069,0.1340023470832619,24.0,0.48,24.0,0.48,21.0,0.42,40.75,96.0,120.0,341.51782905310455,548.2102361832262,0.47433031812931187,0.7614031058100365,197.51782905310455,180.6924071301217,378.21023618322624,26.0,404.21023618322624,0.816496580927726,0.11111111111111116,13.16880508256229,0.0659932166975256,0.001171112060546875,False,,,,,
6helos_7areas_T50_S15,50,Exact-HiGHS,0.3744749138465464,0.0,27.0,0.54,27.0,0.54,24.0,0.48,38.96296296296296,90.0,106.0,330.5429677797357,525.2460753769154,0.5197216474524147,0.8258586090832004,168.5429677797357,166.7031075971797,335.2460753769154,28.0,363.2460753769154,0.9574271077563381,0.11728395061728387,12.239201305573301,0.07745215241178209,143.0998249053955,True,0.0,283293.0,88440.0,761495.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S16,50,Greedy,0.3461141826838171,0.20930594741109154,26.0,0.52,26.0,0.52,22.0,0.44,40.65384615384615,90.0,112.0,373.35120897955073,572.6156284436828,0.5555821562195695,0.8521065899459566,217.3512089795507,173.2644194641321,390.6156284436828,26.0,416.6156284436828,0.9428090415820634,0.11538461538461542,10.373670754502752,0.056302649319033726,0.0012118816375732422,False,,,,,
6helos_7areas_T50_S16,50,Exact-HiGHS,0.4377346478711484,-1.2681461588939173e-16,30.0,0.6,30.0,0.6,26.0,0.52,38.733333333333334,91.0,109.0,355.09901721390133,555.6151221409073,0.5429648581252314,0.8495644069432833,175.0990172139013,170.51610492700587,345.61512214090715,30.0,375.61512214090715,0.816496580927726,0.08888888888888886,10.489772277616025,0.06072133128955729,968.9105339050293,True,0.0,648853.0,158368.0,1788247.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S17,50,Greedy,0.31313663974052375,0.2643089124193015,24.0,0.48,24.0,0.48,20.0,0.4,41.458333333333336,87.0,109.0,337.69698086457896,553.9959762734876,0.5163562398540963,0.8470886487362196,193.69698086457896,192.29899540890864,385.9959762734876,24.0,409.9959762734876,0.816496580927726,0.11111111111111116,7.671411432998734,0.04451554482152531,0.0012290477752685547,False,,,,,
6helos_7areas_T50_S17,50,Exact-HiGHS,0.42563603804181666,2.6083858635017234e-16,29.0,0.58,29.0,0.58,24.0,0.48,40.48275862068966,96.0,118.0,363.5680415357784,574.9384863811094,0.513514182960139,0.8120600090128665,189.56804153577838,179.37044484533106,368.93848638110944,32.0,400.93848638110944,0.6871842709362768,0.07471264367816088,12.677880821834478,0.07394526048775285,357.3520300388336,True,0.0,432956.0,125584.0,1173340.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S18,50,Greedy,0.3238917283418974,0.2058383506537172,25.0,0.5,25.0,0.5,22.0,0.44,42.24,85.0,103.0,334.3697839861304,506.19981421664113,0.5410514303982693,0.8190935505123643,184.36978398613044,149.83003023051074,334.1998142166412,22.0,356.1998142166412,0.6871842709362768,0.0866666666666666,12.770085220442928,0.08368880376526781,0.0011560916900634766,False,,,,,
6helos_7areas_T50_S18,50,Exact-HiGHS,0.4078410593214432,1.3855974199221946e-13,30.0,0.6,30.0,0.6,26.0,0.52,40.06666666666667,83.0,104.0,357.6667349837527,540.2668076874746,0.5731838701662704,0.8658121918068503,177.66673498375272,156.60007270372193,334.2668076874746,26.0,360.2668076874746,0.5773502691896257,0.055555555555555504,12.459411145141587,0.0726533958258065,669.140546798706,True,0.0,549959.0,129081.0,1520852.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S19,50,Greedy,0.3246124571198964,0.22426506186396755,26.0,0.52,26.0,0.52,20.0,0.4,42.57692307692308,82.0,104.0,345.9596410525295,524.474966236153,0.554422501686746,0.8405047535835786,189.9596410525295,154.5153251836236,344.4749662361531,24.0,368.4749662361531,0.7453559924999298,0.08974358974358972,13.419538090665947,0.08181665512329077,0.001157999038696289,False,,,,,
6helos_7areas_T50_S19,50,Exact-HiGHS,0.4184579566570598,4.7756325636389524e-15,30.0,0.6,30.0,0.6,27.0,0.54,41.166666666666664,93.0,104.0,335.57374406956114,510.0062730473328,0.5377784360089121,0.8173177452681616,155.57374406956112,146.43252897777165,302.0062730473328,28.0,330.0062730473328,1.0,0.09999999999999994,8.768418092366709,0.05584945254375606,960.6044480800629,True,0.0,528977.0,142123.0,1444864.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S20,50,Greedy,0.3058811516311274,0.24348905800606954,26.0,0.52,26.0,0.52,20.0,0.4,44.15384615384615,81.0,99.0,342.26676794550343,537.1184307312787,0.5762066800429351,0.9042397823758902,186.26676794550343,170.85166278577537,357.1184307312788,24.0,381.1184307312788,0.9428090415820634,0.11538461538461542,6.300910839630168,0.039720896944906325,0.001138925552368164,False,,,,,
6helos_7areas_T50_S20,50,Exact-HiGHS,0.4043314308513749,0.0,28.0,0.56,28.0,0.56,25.0,0.5,38.714285714285715,85.0,101.0,334.1819354104042,520.6369914279004,0.551455338961063,0.8591369495509907,166.1819354104042,160.4550560174962,326.6369914279004,26.0,352.6369914279004,0.4714045207910317,0.047619047619047596,9.963979471593223,0.06230668970414118,839.2111768722534,True,0.0,569263.0,138165.0,1569680.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S21,50,Greedy,0.35306171178440293,,27.0,0.54,27.0,0.54,22.0,0.44,42.44444444444444,88.0,105.0,339.83533101458625,533.4402190362853,0.539421160340613,0.846730506406802,177.83533101458625,167.60488802169905,345.44021903628527,26.0,371.44021903628527,0.5,0.055555555555555504,6.946239789958524,0.042273844061539854,0.0011887550354003906,False,,,,,
6helos_7areas_T50_S21,50,Exact-HiGHS,0.2587762900657387,,17.0,0.34,17.0,0.34,14.0,0.28,39.0,87.0,104.0,218.64599857181253,351.3836934228394,0.3503942284804688,0.5631148933058323,116.64599857181254,110.73769485102686,227.3836934228394,22.0,249.3836934228394,1.3564659966250536,0.2117647058823529,29.272145594936507,0.21357237260590461,1807.0665018558502,False,0.7472316722404845,910253.0,178085.0,2552730.0,Time limit reached. (HiGHS Status 13: Time limit reached)
6helos_7areas_T50_S22,50,Greedy,0.3674264080163659,0.18345433249945198,28.0,0.56,28.0,0.56,23.0,0.46,40.25,91.0,102.0,325.6341329489028,505.75361343762563,0.5320819165831745,0.8263947931987347,157.63413294890282,150.11948048872281,307.75361343762563,30.0,337.75361343762563,1.247219128924647,0.1428571428571428,10.760837497417329,0.0706915305364834,0.0013210773468017578,False,,,,,
6helos_7areas_T50_S22,50,Exact-HiGHS,0.4499765569034989,1.2336454061797408e-16,31.0,0.62,31.0,0.62,25.0,0.5,39.806451612903224,88.0,109.0,333.86501437904275,514.1430588696168,0.5104969638823283,0.7861514661614936,147.86501437904275,146.27804449057402,294.14305886961677,34.0,328.14305886961677,0.8975274678557507,0.09139784946236566,12.00701446007453,0.0780783211947454,112.09681177139282,True,0.0,247665.0,77304.0,665747.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S23,50,Greedy,0.3528298701722622,0.24139761827518733,26.0,0.52,26.0,0.52,23.0,0.46,41.53846153846154,95.0,108.0,328.05910339636205,525.6775574302509,0.506264048451176,0.8112307985034736,172.05910339636202,169.61845403388887,341.6775574302509,28.0,369.6775574302509,1.1055415967851332,0.14102564102564097,7.429960055023408,0.04177319554669845,0.0012307167053222656,False,,,,,
6helos_7areas_T50_S23,50,Exact-HiGHS,0.46510514423912386,8.35462826915166e-16,31.0,0.62,31.0,0.62,29.0,0.58,35.806451612903224,88.0,98.0,319.23869980089614,472.2845872578784,0.5429229588450615,0.8032050803705415,133.23869980089617,125.04588745698227,258.28458725787846,28.0,286.28458725787846,0.372677996249965,0.026881720430107503,9.347912672321165,0.0663365184870089,430.9043593406677,True,0.0,526788.0,143486.0,1436934.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S24,50,Greedy,0.31330850672302585,0.19976621600091943,28.0,0.56,28.0,0.56,20.0,0.4,43.82142857142857,91.0,107.0,363.48944311237403,549.9175392092898,0.5661829331968443,0.8565693757154046,195.48944311237403,162.42809609691568,357.9175392092897,24.0,381.9175392092897,0.7453559924999298,0.08333333333333333,9.621322292153135,0.05899654885160007,0.0011997222900390625,False,,,,,
6helos_7areas_T50_S24,50,Exact-HiGHS,0.3915212191583537,1.0066610810754502e-14,29.0,0.58,29.0,0.58,23.0,0.46,40.96551724137931,87.0,104.0,347.9520715112263,538.8584400720853,0.5576154992167088,0.8635551924232135,173.95207151122628,166.90636856085902,340.8584400720853,24.0,364.8584400720853,0.8975274678557507,0.09770114942528736,11.89140982619487,0.07253737497880126,998.1694300174713,True,0.0,581449.0,137514.0,1606889.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S25,50,Greedy,0.35773468068071684,0.1647889195128795,26.0,0.52,26.0,0.52,22.0,0.44,40.69230769230769,92.0,115.0,324.61213367720325,513.7254153324786,0.47045236764812065,0.7445295874383748,168.61213367720325,165.11328165527536,333.72541533247863,24.0,357.72541533247863,0.4714045207910317,0.051282051282051246,15.43324633543871,0.0961124523656703,0.0012309551239013672,False,,,,,
6helos_7areas_T50_S25,50,Exact-HiGHS,0.4283164927266943,1.6848404818883008e-15,29.0,0.58,29.0,0.58,26.0,0.52,38.724137931034484,84.0,100.0,331.48946516414844,514.095378583262,0.5524824419402474,0.8568256309721033,157.48946516414844,156.60591341911356,314.095378583262,26.0,340.095378583262,0.37267799624996495,0.028735632183908066,7.084829278903441,0.04632828681470361,1071.445532798767,True,0.0,626016.0,156085.0,1722019.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S26,50,Greedy,0.3893426373398879,0.19059608003588785,25.0,0.5,25.0,0.5,24.0,0.48,35.32,80.0,97.0,311.4008931544769,470.79469067012815,0.5350530810214379,0.8089255853438628,161.40089315447688,137.3937975156513,298.79469067012815,22.0,320.79469067012815,0.6871842709362768,0.0866666666666666,11.37231012310468,0.08087818393411379,0.0014128684997558594,False,,,,,
6helos_7areas_T50_S26,50,Exact-HiGHS,0.4810239087514462,2.0426165080724576e-14,29.0,0.58,29.0,0.58,27.0,0.54,37.206896551724135,90.0,113.0,342.79721556748063,535.7936781291887,0.5056006129313874,0.7902561624324317,168.79721556748063,164.99646256170803,333.79367812918866,28.0,361.79367812918866,0.6871842709362768,0.07471264367816088,13.493334281856285,0.08195963022675408,614.4167187213898,True,0.0,457025.0,123460.0,1247671.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
6helos_7areas_T50_S27,50,Greedy,0.3786018888398992,,26.0,0.52,26.0,0.52,22.0,0.44,39.23076923076923,86.0,109.0,324.4713152150261,496.15335211053025,0.496133509503098,0.7586442692821563,168.4713152150261,149.68203689550415,318.15335211053025,22.0,340.15335211053025,0.7453559924999298,0.08974358974358972,13.341858732736776,0.08760136068944242,0.0014531612396240234,False,,,,,
6helos_7areas_T50_S27,50,Exact-HiGHS,0.3361865155364433,,21.0,0.42,21.0,0.42,20.0,0.4,30.19047619047619,82.0,104.0,233.1359119682907,333.4949441581016,0.37361524353892744,0.5344470258943935,107.13591196829073,84.35903218981088,191.4949441581016,16.0,207.4949441581016,1.3844373104863459,0.21428571428571427,22.380031175134537,0.20827176121402782,1809.0517802238464,False,0.36773850362766586,1024987.0,204328.0,2870689.0,Time limit reached. (HiGHS Status 13: Time limit reached)
6helos_7areas_T50_S28,50,Greedy,0.35379941027500045,,26.0,0.52,26.0,0.52,21.0,0.42,41.5,88.0,103.0,341.79785458899073,541.7263400655063,0.553070962118108,0.8765798382936995,185.79785458899076,169.92848547651562,355.7263400655064,30.0,385.7263400655064,0.9428090415820632,0.11538461538461542,9.223272750460485,0.053348677051756464,0.0014338493347167969,False,,,,,
6helos_7areas_T50_S28,50,Exact-HiGHS,0.3870175310095459,,27.0,0.54,27.0,0.54,23.0,0.46,40.407407407407405,89.0,104.0,304.63689124763084,455.74319169203267,0.48820014623017766,0.7303576789936421,142.6368912476308,127.10630044440184,269.74319169203267,24.0,293.74319169203267,1.8929694486000912,0.22839506172839505,19.438889642983593,0.14148635989563715,1806.9084289073944,False,0.1124620683626489,784596.0,174125.0,2179719.0,Time limit reached. (HiGHS Status 13: Time limit reached)
6helos_7areas_T50_S29,50,Greedy,0.34974925875894197,0.15924157173625797,26.0,0.52,26.0,0.52,19.0,0.38,45.07692307692308,98.0,122.0,387.90257422855586,619.3607068602095,0.5299215494925626,0.8461211842352588,231.9025742285559,207.45813263165357,439.36070686020946,24.0,463.36070686020946,0.7453559924999298,0.08974358974358972,13.477589561115066,0.06964289835494124,0.0013890266418457031,False,,,,,
